frame,time,x_center,y_center
317,10.5333333,682.799999547256,516.599999980315
318,10.5666666,685.099999094511,516.699999960631
319,10.6,687.399998641767,516.799999940946
320,10.6333333,689.699998189022,516.899999921262
321,10.6666667,692,517
322,10.7,694.750000696175,517.250000063289
323,10.7333334,697.50000139235,517.500000126577
324,10.7666666,700.250002088526,517.750000189866
325,10.8,703,518
326,10.8333333,705.625000664531,518
327,10.8666667,708.250001329062,518
328,10.9,710.875001993593,518
329,10.9333333,713.5,518
330,10.9666666,717.399999232303,518.099999980315
331,11,721.299998464606,518.199999960631
332,11.0333333,725.199997696909,518.299999940947
333,11.0666667,729.099996929212,518.399999921262
334,11.1,733,518.5
335,11.1333334,736.099999389779,518.300000039369
336,11.1666666,739.199998779559,518.100000078738
337,11.2,742.299998169338,517.900000118107
338,11.2333333,745.399997559117,517.700000157476
339,11.2666667,748.5,517.5
340,11.3,752.750001075907,517.249999936711
341,11.3333333,757.000002151814,516.999999873423
342,11.3666666,761.250003227722,516.749999810134
343,11.4,765.5,516.5
344,11.4333333,769.374998074725,516.125000186317
345,11.4666667,773.24999614945,515.750000372634
346,11.5,777.124994224175,515.375000558951
347,11.5333334,781,515
348,11.5666666,784.800001531988,514.499999798423
349,11.6,788.600003063976,513.999999596845
350,11.6333333,792.400004595964,513.499999395268
351,11.6666667,796.200006127952,512.999999193691
352,11.7,800,512.5
353,11.7333333,803.333333343849,511.83333333123
354,11.7666666,806.666666687697,511.166666662461
355,11.8,810,510.5
356,11.8333333,812.999998509464,509.500000496845
357,11.8666667,816,508.5
358,11.9,818.499998757887,507.250000621056
359,11.9333334,821,506
360,11.9666666,824.500003511044,504.249998244478
361,12,828,502.5
362,12.0333333,831.249998385253,501.000000745268
363,12.0666667,834.5,499.5
364,12.1,837.000002507889,497.499997993689
365,12.1333333,839.5,495.5
366,12.1666666,841.999998757887,493.000001242113
367,12.2,844.5,490.5
368,12.2333333,847.249998633676,488.250001117902
369,12.2666667,850,486
370,12.3,852.33333567403,484.166664827548
371,12.3333334,854.666671348059,482.333329655096
372,12.3666666,857,480.5
373,12.4,859.166664506837,479.000001495267
374,12.4333333,861.333329013674,477.500002990533
375,12.4666667,863.5,476
376,12.5,866.000002507889,474.999998996844
377,12.5333333,868.5,474
378,12.5666666,870.833333340694,473.166666664038
379,12.6,873.166666681388,472.333333328076
380,12.6333333,875.5,471.5
381,12.6666667,878.166664008415,471.000000498422
382,12.7,880.83332801683,470.500000996845
383,12.7333334,883.5,470
384,12.7666666,887.250003761833,469.749999749211
385,12.8,891,469.5
386,12.8333333,894.166666676656,468.999999998423
387,12.8666667,897.333333353312,468.499999996845
388,12.9,900.5,468
389,12.9333333,904.166666678233,467.833333332808
390,12.9666666,907.833333356467,467.666666665615
391,13,911.5,467.5
392,13.0333333,915.666666679811,467.166666665615
393,13.0666667,919.833333359622,466.83333333123
394,13.1,924,466.5
395,13.1333333,927.833333345426,466.5
396,13.1666667,931.666666690852,466.5
397,13.2,935.5,466.5
398,13.2333333,940.166666681388,466.333333332808
399,13.2666667,944.833333362776,466.166666665615
400,13.3,949.5,466
401,13.3333334,954.000000014196,466
402,13.3666666,958.500000028391,466
403,13.4,963,466
404,13.4333333,967.166666679811,465.33333333123
405,13.4666667,971.333333359622,464.666666662461
406,13.5,975.5,464
407,13.5333333,980.000000014196,463.666666665615
408,13.5666666,984.500000028391,463.33333333123
409,13.6,989,463
410,13.6333333,992.500000011041,462.499999998423
411,13.6666667,996.000000022082,461.999999996845
412,13.7,999.5,461.5
413,13.7333334,1003.33333334543,460.666666664038
414,13.7666666,1007.16666669085,459.833333328076
415,13.8,1011,459
416,13.8333333,1014.33333334385,457.666666662461
417,13.8666667,1017.6666666877,456.333333324921
418,13.9,1021,455
419,13.9333333,1024.00000000946,453.499999995268
420,13.9666666,1027.00000001893,451.999999990536
421,14,1030,450.5
422,14.0333333,1033.24999838525,448.750000869479
423,14.0666667,1036.5,447
424,14.1,1039.16666934175,444.333330658252
425,14.1333334,1041.8333386835,441.666661316503
426,14.1666666,1044.5,439
427,14.2,1047.62499844736,436.625001180007
428,14.2333333,1050.74999689472,434.250002360015
429,14.2666667,1053.87499534208,431.875003540022
430,14.3,1057,429.5
431,14.3333333,1058.74999913052,427.750000869479
432,14.3666666,1060.49999826104,426.000001738958
433,14.4,1062.24999739156,424.250002608437
434,14.4333334,1064,422.5
435,14.4666667,1067.00000300947,420.999998495267
436,14.5,1070.00000601893,419.499996990533
437,14.5333333,1073,418
438,14.5666666,1075.2499988821,417.12500043474
439,14.6,1077.4999977642,416.250000869479
440,14.6333333,1079.7499966463,415.375001304219
441,14.6666667,1082,414.5
442,14.7,1083.00000025315,413.874999841778
443,14.7333333,1084.00000050631,413.249999683557
444,14.7666667,1085.00000075946,412.624999525335
445,14.8,1086,412
446,14.8333333,1086.60000024189,411.799999919369
447,14.8666667,1087.20000048379,411.599999838738
448,14.9,1087.80000072568,411.399999758107
449,14.9333334,1088.40000096757,411.199999677476
450,14.9666666,1089,411
451,15,1088.90000001968,410.800000039369
452,15.0333333,1088.80000003937,410.600000078738
453,15.0666667,1088.70000005905,410.400000118107
454,15.1,1088.60000007874,410.200000157476
455,15.1333333,1088.5,410
456,15.1666666,1087.99999999842,410
457,15.2,1087.49999999685,410
458,15.2333333,1087,410
459,15.2666667,1085.8749997152,410
460,15.3,1084.7499994304,410
461,15.3333334,1083.6249991456,410
462,15.3666666,1082.5,410
463,15.4,1080.50000099369,410.249999875789
464,15.4333333,1078.50000198738,410.499999751577
465,15.4666667,1076.50000298107,410.749999627366
466,15.5,1074.5,411
467,15.5333333,1071.74999930382,410.749999936711
468,15.5666666,1068.99999860765,410.499999873423
469,15.6,1066.24999791147,410.249999810134
470,15.6333333,1063.5,410
471,15.6666667,1061.66666666088,410.166666667192
472,15.7,1059.83333332177,410.333333334385
473,15.7333333,1058,410.5
474,15.7666667,1054.87499920889,410.625000031644
475,15.8,1051.74999841778,410.750000063289
476,15.8333334,1048.62499762667,410.875000094933
477,15.8666666,1045.5,411
478,15.9,1042.33333649001,411.499999501578
479,15.9333333,1039.16667298001,411.999999003155
480,15.9666667,1036,412.5
481,16,1032.49999911396,412.374999968356
482,16.0333333,1028.99999822792,412.249999936711
483,16.0666666,1025.49999734188,412.124999905067
484,16.1,1022,412
485,16.1333333,1017.99999998738,412
486,16.1666667,1013.99999997476,412
487,16.2,1010,412
488,16.2333334,1005.666666653,412.333333334385
489,16.2666666,1001.33333330599,412.66666666877
490,16.3,997,413
491,16.3333333,992.37499882916,413.250000063289
492,16.3666667,987.74999765832,413.500000126577
493,16.4,983.124996487479,413.750000189866
494,16.4333333,978.5,414
495,16.4666666,973.62500242212,414.124999937894
496,16.5,968.75000484424,414.249999875789
497,16.5333333,963.87500726636,414.374999813683
498,16.5666667,959,414.5
499,16.6,953.999994984222,414.833333667719
500,16.6333333,948.999989968444,415.166667335437
501,16.6666666,944,415.5
502,16.7,938.500002732649,415.375000062106
503,16.7333333,933.000005465297,415.250000124211
504,16.7666667,927.500008197946,415.125000186317
505,16.8,922,415
506,16.8333334,917.249998797515,415.125000031644
507,16.8666666,912.499997595031,415.250000063289
508,16.9,907.749996392546,415.375000094933
509,16.9333333,903,415.5
510,16.9666667,897.49999998265,415.666666667192
511,17,891.999999965299,415.833333334385
512,17.0333333,886.5,416
513,17.0666666,882.124998892448,416
514,17.1,877.749997784897,416
515,17.1333334,873.374996677345,416
516,17.1666666,869,416
517,17.2,864.625002173698,415.875000062106
518,17.2333333,860.250004347395,415.750000124211
519,17.2666667,855.875006521093,415.625000186317
520,17.3,851.5,415.5
521,17.3333333,847.600000767697,415.400000019685
522,17.3666666,843.700001535394,415.300000039369
523,17.4,839.800002303091,415.200000059054
524,17.4333333,835.900003070788,415.100000078738
525,17.4666667,832,415
526,17.5,828.124999019026,414.749999936711
527,17.5333334,824.249998038052,414.499999873423
528,17.5666666,820.374997057077,414.249999810134
529,17.6,816.5,414
530,17.6333333,812.500001987381,413.875000062106
531,17.6666667,808.500003974761,413.750000124211
532,17.7,804.500005962142,413.625000186317
533,17.7333334,800.5,413.5
534,17.7666666,797.124999145603,412.999999873423
535,17.8,793.749998291206,412.499999746845
536,17.8333333,790.374997436809,411.999999620268
537,17.8666667,787,411.5
538,17.9,783.89999875022,411.099999838738
539,17.9333333,780.799997500441,410.699999677476
540,17.9666666,777.699996250661,410.299999516214
541,18,774.599995000881,409.899999354952
542,18.0333333,771.5,409.5
543,18.0666667,767.999999113959,409.124999905067
544,18.1,764.499998227918,408.749999810134
545,18.1333334,760.999997341876,408.374999715201
546,18.1666666,757.5,408
547,18.2,754.250001614747,407.625000186317
548,18.2333333,751.000003229494,407.250000372634
549,18.2666667,747.750004844241,406.875000558951
550,18.3,744.5,406.5
551,18.3333333,741.374999208892,406.249999936711
552,18.3666666,738.249998417784,405.999999873423
553,18.4,735.124997626675,405.749999810134
554,18.4333333,732,405.5
555,18.4666667,727.999998987381,404.999999873423
556,18.5,723.999997974763,404.499999746845
557,18.5333334,719.999996962144,403.999999620268
558,18.5666666,716,403.5
559,18.6,713.12500142843,403.250000124211
560,18.6333333,710.25000285686,403.000000248423
561,18.6666667,707.375004285289,402.750000372634
562,18.7,704.5,402.5
563,18.7333333,700.874999082314,402.249999936711
564,18.7666666,697.249998164629,401.999999873423
565,18.8,693.624997246943,401.749999810134
566,18.8333333,690,401.5
567,18.8666667,686.749999177247,401.124999905067
568,18.9,683.499998354495,400.749999810134
569,18.9333334,680.249997531742,400.374999715201
570,18.9666666,677,400
571,19,673.33333698843,399.666666998948
572,19.0333333,669.666673976859,399.333333997896
573,19.0666667,666,399
574,19.1,664.249998244478,399
575,19.1333333,662.5,399
576,19.1666666,661.250000621056,398.750000124211
577,19.2,660,398.5
578,19.2333333,658.750000621057,397.750000372634
579,19.2666667,657.5,397
580,19.3,657.333333166141,397.666667335437
581,19.3333334,657.166666332281,398.333334670874
582,19.3666666,657,399
583,19.4,656.666666998948,398.333333997896
584,19.4333333,656.333333997896,397.666667995793
585,19.4666667,656,397
586,19.5,656.625000158222,396.374999841778
587,19.5333333,657.250000316443,395.749999683557
588,19.5666666,657.875000474665,395.124999525335
589,19.6,658.5,394.5
590,19.6333333,659.750000316443,394.124999905067
591,19.6666667,661.000000632887,393.749999810134
592,19.7,662.25000094933,393.374999715201
593,19.7333333,663.5,393
594,19.7666667,665.499998006311,392.333333997896
595,19.8,667.499996012622,391.666667995793
596,19.8333334,669.5,391
597,19.8666666,672.333336175607,390.666666332281
598,19.9,675.166672351215,390.333332664563
599,19.9333333,678,390
600,19.9666667,680.166666673502,389.499999998423
601,20,682.333333347003,388.999999996845
602,20.0333333,684.5,388.5
603,20.0666666,687.000000007886,388.333333332808
604,20.1,689.500000015773,388.166666665615
605,20.1333333,692,388
606,20.1666667,694.666664008415,387.666666998948
607,20.2,697.33332801683,387.333333997896
608,20.2333334,700,387
609,20.2666666,702.000002006311,386.499999498422
610,20.3,704.000004012622,385.999998996844
611,20.3333333,706,385.5
612,20.3666667,708.166666673502,385.166666665615
613,20.4,710.333333347003,384.83333333123
614,20.4333333,712.5,384.5
615,20.4666666,714.333333339117,384.166666665615
616,20.5,716.166666678233,383.83333333123
617,20.5333333,718,383.5
618,20.5666667,720.333333340694,383.166666665615
619,20.6,722.666666681388,382.83333333123
620,20.6333333,725,382.5
621,20.6666667,727.333331007363,382.666666500526
622,20.7,729.666662014726,382.833333001052
623,20.7333334,732,383
624,20.7666666,734.000000506309,383.125000031644
625,20.8,736.000001012618,383.250000063289
626,20.8333333,738.000001518928,383.375000094933
627,20.8666667,740,383.5
628,20.9,741.833335172452,383.5
629,20.9333333,743.666670344904,383.5
630,20.9666666,745.5,383.5
631,21,747.749998882098,383.5
632,21.0333333,749.999997764197,383.5
633,21.0666667,752.249996646295,383.5
634,21.1,754.5,383.5
635,21.1333334,757.37500072782,383.750000063289
636,21.1666666,760.250001455639,384.000000126577
637,21.2,763.125002183459,384.250000189866
638,21.2333333,766,384.5
639,21.2666667,768.666666675079,384.5
640,21.3,771.333333350158,384.5
641,21.3333333,774,384.5
642,21.3666666,777.166666676656,384.666666667192
643,21.4,780.333333353312,384.833333334385
644,21.4333333,783.5,385
645,21.4666667,786.750000822753,385.125000031644
646,21.5,790.000001645505,385.250000063289
647,21.5333334,793.250002468258,385.375000094933
648,21.5666666,796.5,385.5
649,21.6,800.666662513148,385.5
650,21.6333333,804.833325026297,385.5
651,21.6666667,809,385.5
652,21.7,814.000005015778,385.5
653,21.7333333,819.000010031556,385.5
654,21.7666666,824,385.5
655,21.8,828.499997764197,385.749999875789
656,21.8333333,833,386
657,21.8666667,838.166661516304,386
658,21.9,843.333323032607,386
659,21.9333334,848.5,386
660,21.9666666,853.375001234129,385.874999968356
661,22,858.250002468258,385.749999936711
662,22.0333333,863.125003702387,385.624999905067
663,22.0666667,868,385.5
664,22.1,874.000006018933,385.666666833859
665,22.1333333,880.000012037867,385.833333667719
666,22.1666666,886,386
667,22.2,890.833328515252,386
668,22.2333333,895.666657030504,386
669,22.2666667,900.5,386
670,22.3,905.166671348059,385.833333166141
671,22.3333334,909.833342696119,385.666666332281
672,22.3666666,914.5,385.5
673,22.4,919.333328515252,385.166666998948
674,22.4333333,924.166657030504,384.833333997896
675,22.4666667,929,384.5
676,22.5,933.333337680341,383.833332664563
677,22.5333334,937.666675360682,383.166665329126
678,22.5666666,942,382.5
679,22.6,946.333329013674,381.833333997896
680,22.6333333,950.666658027348,381.166667995793
681,22.6666667,955,380.5
682,22.7,958.833337178763,380.166666332281
683,22.7333333,962.666674357526,379.833332664563
684,22.7666666,966.5,379.5
685,22.8,970.666662513148,378.833333997896
686,22.8333333,974.833325026297,378.166667995793
687,22.8666667,979,377.5
688,22.9,981.249998882098,377.000000248423
689,22.9333334,983.5,376.5
690,22.9666666,988.250004764989,376.249999749211
691,23,993,376
692,23.0333333,997.000000012618,375.666666665615
693,23.0666667,1001.00000002524,375.33333333123
694,23.1,1005,375
695,23.1333333,1009.66666668139,374.499999998423
696,23.1666666,1014.33333336278,373.999999996845
697,23.2,1019,373.5
698,23.2333333,1023.333333347,373.333333332808
699,23.2666667,1027.66666669401,373.166666665615
700,23.3,1032,373
701,23.3333333,1036.333333347,372.833333332808
702,23.3666667,1040.66666669401,372.666666665615
703,23.4,1045,372.5
704,23.4333333,1049.66666668139,372.5
705,23.4666667,1054.33333336278,372.5
706,23.5,1059,372.5
707,23.5333334,1063.00000001262,372.666666667192
708,23.5666667,1067.00000002524,372.833333334385
709,23.6,1071,373
710,23.6333333,1075.00000001262,372.666666665615
711,23.6666666,1079.00000002524,372.33333333123
712,23.7,1083,372
713,23.7333333,1086.50000001104,372
714,23.7666667,1090.00000002208,372
715,23.8,1093.5,372
716,23.8333334,1096.83333334385,372
717,23.8666666,1100.1666666877,372
718,23.9,1103.5,372
719,23.9333333,1107.74999788841,372.249999875789
720,23.9666667,1112,372.5
721,24,1116,374
722,24.0333333,1119.33333334385,374.333333334385
723,24.0666667,1122.6666666877,374.66666666877
724,24.1,1126,375
725,24.1333333,1129.00000000946,375.66666666877
726,24.1666666,1132.00000001893,376.333333337539
727,24.2,1135,377
728,24.2333333,1137.33333334069,377.333333334385
729,24.2666667,1139.66666668139,377.66666666877
730,24.3,1142,378
731,24.3333334,1145.50000001104,378.66666666877
732,24.3666666,1149.00000002208,379.333333337539
733,24.4,1152.5,380
734,24.4333333,1154.33333333912,380.333333334385
735,24.4666667,1156.16666667823,380.66666666877
736,24.5,1158,381
737,24.5333333,1160.87500072782,381.375000094933
738,24.5666666,1163.75000145564,381.750000189866
739,24.6,1166.62500218346,382.125000284799
740,24.6333333,1169.5,382.5
741,24.6666667,1172.99999651104,382.833333001052
742,24.7,1176.49999302209,383.166666002104
743,24.7333334,1180,383.5
744,24.7666666,1183.00000300947,383.833333667719
745,24.8,1186.00000601893,384.166667335437
746,24.8333333,1189,384.5
747,24.8666667,1192.00000000946,384.833333334385
748,24.9,1195.00000001893,385.16666666877
749,24.9333333,1198,385.5
750,24.9666666,1200.2499988821,385.5
751,25,1202.5,385.5
752,25.0333334,1204.62500053795,385.625000031644
753,25.0666666,1206.75000107591,385.750000063289
754,25.1,1208.87500161386,385.875000094933
755,25.1333333,1211,386
756,25.1666667,1212.00000025315,386.250000063289
757,25.2,1213.00000050631,386.500000126577
758,25.2333333,1214.00000075946,386.750000189866
759,25.2666666,1215,387
760,25.3,1214.87500006211,387.249999875789
761,25.3333333,1214.75000012421,387.499999751577
762,25.3666667,1214.62500018632,387.749999627366
763,25.4,1214.5,388
764,25.4333334,1213.99999949842,388.750000752367
765,25.4666666,1213.5,389.5
766,25.5,1212.8333339979,389.666666500526
767,25.5333333,1212.16666799579,389.833333001052
768,25.5666667,1211.5,390
769,25.6,1209.74999824448,391.000001003155
770,25.6333333,1208,392
771,25.6666666,1206.75000062106,392.499999751577
772,25.7,1205.5,393
773,25.7333333,1204.00000074527,393.249999875789
774,25.7666667,1202.5,393.5
775,25.8,1200.50000099369,394.499999503155
776,25.8333334,1198.5,395.5
777,25.8666666,1196.2499977429,396.000000501578
778,25.9,1194,396.5
779,25.9333333,1191.50000124211,397.499999503155
780,25.9666667,1189,398.5
781,26,1185.99999699053,399.000000501578
782,26.0333333,1183,399.5
783,26.0666666,1181.00000099369,400.499999503155
784,26.1,1179,401.5
785,26.1333333,1177.50000074527,402.249999627366
786,26.1666667,1176,403
787,26.2,1173.99999799369,403.833334169296
788,26.2333334,1171.99999598738,404.666668338593
789,26.2666666,1170,405.5
790,26.3,1169.25000037263,405.000000248423
791,26.3333333,1168.5,404.5
792,26.3666667,1165.50000149054,405.999999254732
793,26.4,1162.5,407.5
794,26.4333333,1160.3333333265,408.16666666877
795,26.4666666,1158.166666653,408.833333337539
796,26.5,1156,409.5
797,26.5333333,1153.49999999211,410.16666666877
798,26.5666667,1150.99999998423,410.833333337539
799,26.6,1148.5,411.5
800,26.6333334,1146.3333333265,412.000000001577
